PID,B,L,H,Bx,Ly,ReF,MCODE1,MCODE2,MCODE3
785,35.5954511,137.0958739,-1.4,-169.161,-31.578,7,5337,71,93
786,35.5959993,137.1000583,-1.4,-0.224,14.592,7,5337,71,93
787,35.5959993,137.1000543,-1.4,-0.231,13.592,7,5337,71,93
788,35.595999,137.1000119,-1.4,-0.305,2.974,7,5337,71,93
789,35.5959988,137.0959695,-1.4,-0.379,-7.644,7,5337,71,93
790,35.5959985,137.0959271,-1.4,-0.471,-18.262,7,5337,71,93
791,35.5959977,137.0959033,-1.4,-0.696,-24.228,7,5337,71,93
792,35.5959965,137.0958936,-1.4,-1.081,-26.656,7,5337,71,93
793,35.5959939,137.0958841,-1.4,-1.866,-29.03,7,5337,71,93
794,35.5959898,137.0958767,-1.4,-3.133,-30.882,7,5337,71,93
795,35.5959846,137.0958727,-1.4,-4.75,-31.881,7,5337,71,93
796,35.5959787,137.0958708,-1.4,-6.559,-32.345,7,5337,71,93
797,35.5959726,137.09587,-1.4,-8.45,-32.548,7,5337,71,93
798,35.5959662,137.0958695,-1.4,-10.411,-32.669,7,5337,71,93
799,35.5959602,137.0958694,-1.4,-12.279,-32.699,7,5337,71,93
800,35.5959332,137.0958702,-1.4,-20.578,-32.517,7,5337,71,93
801,35.595906,137.0958703,-1.4,-28.963,-32.492,7,5337,71,93
802,35.595879,137.0958708,-1.4,-37.303,-32.345,7,5337,71,93
803,35.595864,137.0958697,-1.4,-41.919,-32.622,7,5337,71,93
804,35.5958527,137.0958675,-1.4,-45.386,-33.186,7,5337,71,93
805,35.5958374,137.0958637,-1.4,-50.122,-34.134,7,5337,71,93
806,35.5958228,137.0958608,-1.4,-54.618,-34.861,7,5337,71,93
807,35.5958083,137.0958583,-1.4,-59.074,-35.488,7,5337,71,93
808,35.5957947,137.0958567,-1.4,-63.279,-35.886,7,5337,71,93
809,35.5957786,137.095856,-1.4,-68.22,-36.054,7,5337,71,93
810,35.5957638,137.0958563,-1.4,-72.798,-35.993,7,5337,71,93
811,35.5957489,137.0958565,-1.4,-77.388,-35.94,7,5337,71,93
812,35.5957339,137.0958568,-1.4,-82.007,-35.868,7,5337,71,93
813,35.595719,137.0958573,-1.4,-86.594,-35.733,7,5337,71,93
814,35.5957043,137.0958582,-1.4,-91.121,-35.509,7,5337,71,93
815,35.595689,137.0958597,-1.4,-95.858,-35.147,7,5337,71,93
816,35.5956746,137.0958616,-1.4,-100.296,-34.657,7,5337,71,93
817,35.5956626,137.0958626,-1.4,-103.995,-34.41,7,5337,71,93
818,35.5956435,137.0958633,-1.4,-109.862,-34.245,7,5337,71,93
819,35.5956283,137.0958637,-1.4,-114.551,-34.124,7,5337,71,93
820,35.595613,137.095864,-1.4,-119.273,-34.049,7,5337,71,93
821,35.5955969,137.0958645,-1.4,-124.22,-33.935,7,5337,71,93
822,35.5955809,137.0958645,-1.4,-129.162,-33.934,7,5337,71,93
823,35.5955777,137.0958632,-1.4,-130.147,-34.257,7,5337,71,93
824,35.5955751,137.0958607,-1.4,-130.951,-34.882,7,5337,71,93
825,35.5955736,137.0958575,-1.4,-131.41,-35.691,7,5337,71,93
826,35.5955718,137.0958524,-1.4,-131.96,-36.974,7,5337,71,93
827,35.5955707,137.0958475,-1.4,-132.296,-38.191,7,5337,71,93
828,35.5955698,137.0958429,-1.4,-132.584,-39.338,7,5337,71,93
829,35.5959992,137.1000503,-1.4,-0.238,12.592,7,5337,71,93
830,35.5959992,137.1000463,-1.4,-0.245,11.592,7,5337,71,93
831,35.5959992,137.1000423,-1.4,-0.252,10.592,7,5337,71,93
832,35.5959992,137.1000383,-1.4,-0.259,9.592,7,5337,71,93
833,35.5959991,137.1000343,-1.4,-0.266,8.592,7,5337,71,93
834,35.5959991,137.1000303,-1.4,-0.273,7.592,7,5337,71,93
835,35.5959991,137.1000263,-1.4,-0.28,6.592,7,5337,71,93
836,35.5959991,137.1000223,-1.4,-0.287,5.592,7,5337,71,93
837,35.595999,137.1000183,-1.4,-0.294,4.592,7,5337,71,93
838,35.595999,137.1000159,-1.4,-0.298,3.974,7,5337,71,93
839,35.595999,137.1000079,-1.4,-0.312,1.974,7,5337,71,93
840,35.595999,137.1000039,-1.4,-0.319,0.974,7,5337,71,93
841,35.5959989,137.0959999,-1.4,-0.326,-0.026,7,5337,71,93
842,35.5959989,137.0959959,-1.4,-0.333,-1.026,7,5337,71,93
843,35.5959989,137.0959919,-1.4,-0.34,-2.026,7,5337,71,93
844,35.5959989,137.0959879,-1.4,-0.347,-3.026,7,5337,71,93
845,35.5959989,137.0959839,-1.4,-0.354,-4.026,7,5337,71,93
846,35.5959988,137.0959799,-1.4,-0.361,-5.026,7,5337,71,93
847,35.5959988,137.0959759,-1.4,-0.368,-6.026,7,5337,71,93
848,35.5959988,137.0959735,-1.4,-0.372,-6.644,7,5337,71,93
849,35.5959987,137.0959655,-1.4,-0.386,-8.644,7,5337,71,93
850,35.5959987,137.0959615,-1.4,-0.393,-9.644,7,5337,71,93
851,35.5959987,137.0959575,-1.4,-0.4,-10.644,7,5337,71,93
852,35.5959987,137.0959535,-1.4,-0.407,-11.644,7,5337,71,93
853,35.5959987,137.0959495,-1.4,-0.414,-12.644,7,5337,71,93
854,35.5959986,137.0959455,-1.4,-0.421,-13.644,7,5337,71,93
855,35.5959986,137.0959415,-1.4,-0.428,-14.644,7,5337,71,93
856,35.5959986,137.0959375,-1.4,-0.435,-15.644,7,5337,71,93
857,35.5959986,137.0959335,-1.4,-0.442,-16.644,7,5337,71,93
858,35.5959986,137.0959311,-1.4,-0.446,-17.262,7,5337,71,93
859,35.5959984,137.0959231,-1.4,-0.496,-19.262,7,5337,71,93
860,35.5959983,137.0959191,-1.4,-0.521,-20.262,7,5337,71,93
861,35.5959982,137.0959151,-1.4,-0.546,-21.262,7,5337,71,93
862,35.5959981,137.0959111,-1.4,-0.571,-22.262,7,5337,71,93
863,35.5959981,137.0959072,-1.4,-0.596,-23.233,7,5337,71,93
864,35.5959974,137.0958993,-1.4,-0.796,-25.223,7,5337,71,93
865,35.5959973,137.0958974,-1.4,-0.842,-25.685,7,5337,71,93
866,35.5959957,137.0958897,-1.4,-1.32,-27.627,7,5337,71,93
867,35.5959953,137.0958877,-1.4,-1.442,-28.124,7,5337,71,93
868,35.5959926,137.0958805,-1.4,-2.29,-29.936,7,5337,71,93
869,35.5959916,137.0958787,-1.4,-2.601,-30.379,7,5337,71,93
870,35.5959875,137.0958743,-1.4,-3.838,-31.475,7,5337,71,93
871,35.5959819,137.0958715,-1.4,-5.572,-32.187,7,5337,71,93
872,35.5959758,137.0958703,-1.4,-7.452,-32.488,7,5337,71,93
873,35.5959695,137.0958698,-1.4,-9.413,-32.606,7,5337,71,93
874,35.5959634,137.0958693,-1.4,-11.279,-32.724,7,5337,71,93
875,35.5959569,137.0958695,-1.4,-13.279,-32.674,7,5337,71,93
876,35.5959537,137.0958696,-1.4,-14.279,-32.649,7,5337,71,93
877,35.5959504,137.0958697,-1.4,-15.279,-32.624,7,5337,71,93
878,35.5959472,137.0958698,-1.4,-16.279,-32.599,7,5337,71,93
879,35.5959439,137.0958699,-1.4,-17.279,-32.574,7,5337,71,93
880,35.5959407,137.09587,-1.4,-18.279,-32.549,7,5337,71,93
881,35.5959374,137.0958701,-1.4,-19.279,-32.524,7,5337,71,93
882,35.5959365,137.0958702,-1.4,-19.578,-32.517,7,5337,71,93
883,35.59593,137.0958702,-1.4,-21.578,-32.517,7,5337,71,93
884,35.5959267,137.0958702,-1.4,-22.578,-32.517,7,5337,71,93
885,35.5959235,137.0958702,-1.4,-23.578,-32.517,7,5337,71,93
886,35.5959202,137.0958702,-1.4,-24.578,-32.517,7,5337,71,93
887,35.595917,137.0958702,-1.4,-25.578,-32.517,7,5337,71,93
888,35.5959138,137.0958702,-1.4,-26.578,-32.517,7,5337,71,93
889,35.5959105,137.0958702,-1.4,-27.578,-32.517,7,5337,71,93
890,35.5959093,137.0958702,-1.4,-27.963,-32.517,7,5337,71,93
891,35.5959028,137.0958704,-1.4,-29.963,-32.467,7,5337,71,93
892,35.5958995,137.0958705,-1.4,-30.963,-32.442,7,5337,71,93
893,35.5958963,137.0958706,-1.4,-31.963,-32.417,7,5337,71,93
894,35.595893,137.0958707,-1.4,-32.963,-32.392,7,5337,71,93
895,35.5958898,137.0958708,-1.4,-33.963,-32.367,7,5337,71,93
896,35.5958866,137.0958709,-1.4,-34.963,-32.342,7,5337,71,93
897,35.5958833,137.095871,-1.4,-35.963,-32.317,7,5337,71,93
898,35.5958822,137.095871,-1.4,-36.304,-32.308,7,5337,71,93
899,35.5958757,137.0958707,-1.4,-38.302,-32.382,7,5337,71,93
900,35.5958725,137.0958705,-1.4,-39.301,-32.419,7,5337,71,93
901,35.5958692,137.0958704,-1.4,-40.3,-32.456,7,5337,71,93
902,35.5958668,137.0958702,-1.4,-41.045,-32.506,7,5337,71,93
903,35.5958608,137.0958692,-1.4,-42.909,-32.765,7,5337,71,93
904,35.5958576,137.0958686,-1.4,-43.899,-32.908,7,5337,71,93
905,35.5958559,137.0958683,-1.4,-44.407,-32.981,7,5337,71,93
906,35.5958496,137.0958667,-1.4,-46.365,-33.391,7,5337,71,93
907,35.5958464,137.0958658,-1.4,-47.344,-33.596,7,5337,71,93
908,35.5958432,137.095865,-1.4,-48.323,-33.801,7,5337,71,93
909,35.5958406,137.0958643,-1.4,-49.135,-33.971,7,5337,71,93
910,35.5958342,137.095863,-1.4,-51.109,-34.297,7,5337,71,93
911,35.595831,137.0958624,-1.4,-52.096,-34.46,7,5337,71,93
912,35.5958278,137.0958617,-1.4,-53.083,-34.623,7,5337,71,93
913,35.595826,137.0958614,-1.4,-53.629,-34.713,7,5337,71,93
914,35.5958196,137.0958602,-1.4,-55.607,-35.009,7,5337,71,93
915,35.5958164,137.0958596,-1.4,-56.596,-35.157,7,5337,71,93
916,35.5958131,137.095859,-1.4,-57.585,-35.305,7,5337,71,93
917,35.5958115,137.0958587,-1.4,-58.08,-35.379,7,5337,71,93
918,35.5958051,137.0958579,-1.4,-60.068,-35.597,7,5337,71,93
919,35.5958019,137.0958574,-1.4,-61.062,-35.706,7,5337,71,93
920,35.5957986,137.095857,-1.4,-62.056,-35.815,7,5337,71,93
921,35.5957979,137.0958569,-1.4,-62.28,-35.84,7,5337,71,93
922,35.5957914,137.0958565,-1.4,-64.278,-35.932,7,5337,71,93
923,35.5957882,137.0958563,-1.4,-65.277,-35.978,7,5337,71,93
924,35.5957849,137.0958562,-1.4,-66.276,-36.024,7,5337,71,93
925,35.5957819,137.095856,-1.4,-67.22,-36.068,7,5337,71,93
926,35.5957754,137.0958561,-1.4,-69.22,-36.04,7,5337,71,93
927,35.5957722,137.0958561,-1.4,-70.22,-36.026,7,5337,71,93
928,35.5957689,137.0958562,-1.4,-71.22,-36.012,7,5337,71,93
929,35.595767,137.0958562,-1.4,-71.798,-36.004,7,5337,71,93
930,35.5957605,137.0958563,-1.4,-73.798,-35.982,7,5337,71,93
931,35.5957573,137.0958564,-1.4,-74.798,-35.971,7,5337,71,93
932,35.5957541,137.0958564,-1.4,-75.798,-35.96,7,5337,71,93
933,35.5957521,137.0958564,-1.4,-76.388,-35.953,7,5337,71,93
934,35.5957456,137.0958565,-1.4,-78.388,-35.927,7,5337,71,93
935,35.5957424,137.0958566,-1.4,-79.388,-35.914,7,5337,71,93
936,35.5957392,137.0958566,-1.4,-80.388,-35.901,7,5337,71,93
937,35.5957372,137.0958567,-1.4,-81.007,-35.893,7,5337,71,93
938,35.5957307,137.0958569,-1.4,-83.007,-35.843,7,5337,71,93
939,35.5957274,137.095857,-1.4,-84.007,-35.818,7,5337,71,93
940,35.5957242,137.0958571,-1.4,-85.007,-35.793,7,5337,71,93
941,35.5957223,137.0958571,-1.4,-85.595,-35.778,7,5337,71,93
942,35.5957158,137.0958575,-1.4,-87.593,-35.688,7,5337,71,93
943,35.5957125,137.0958577,-1.4,-88.592,-35.643,7,5337,71,93
944,35.5957093,137.0958579,-1.4,-89.591,-35.598,7,5337,71,93
945,35.5957076,137.0958579,-1.4,-90.123,-35.574,7,5337,71,93
946,35.5957011,137.0958585,-1.4,-92.119,-35.444,7,5337,71,93
947,35.5956979,137.0958587,-1.4,-93.117,-35.379,7,5337,71,93
948,35.5956946,137.095859,-1.4,-94.115,-35.314,7,5337,71,93
949,35.595692,137.0958592,-1.4,-94.915,-35.25,7,5337,71,93
950,35.5956857,137.0958601,-1.4,-96.851,-35.029,7,5337,71,93
951,35.5956825,137.0958606,-1.4,-97.844,-34.911,7,5337,71,93
952,35.5956793,137.0958611,-1.4,-98.837,-34.793,7,5337,71,93
953,35.5956778,137.0958613,-1.4,-99.299,-34.738,7,5337,71,93
954,35.5956713,137.0958619,-1.4,-101.293,-34.576,7,5337,71,93
955,35.5956681,137.0958623,-1.4,-102.29,-34.495,7,5337,71,93
956,35.5956658,137.0958625,-1.4,-102.995,-34.438,7,5337,71,93
957,35.5956593,137.0958627,-1.4,-104.995,-34.382,7,5337,71,93
958,35.5956561,137.0958628,-1.4,-105.995,-34.354,7,5337,71,93
959,35.5956528,137.0958629,-1.4,-106.995,-34.326,7,5337,71,93
960,35.5956496,137.095863,-1.4,-107.995,-34.298,7,5337,71,93
961,35.5956468,137.0958631,-1.4,-108.862,-34.274,7,5337,71,93
962,35.5956403,137.0958634,-1.4,-110.862,-34.216,7,5337,71,93
963,35.595637,137.0958635,-1.4,-111.862,-34.187,7,5337,71,93
964,35.5956338,137.0958636,-1.4,-112.862,-34.158,7,5337,71,93
965,35.5956316,137.0958637,-1.4,-113.551,-34.138,7,5337,71,93
966,35.5956251,137.0958638,-1.4,-115.551,-34.11,7,5337,71,93
967,35.5956218,137.0958639,-1.4,-116.551,-34.096,7,5337,71,93
968,35.5956186,137.0958639,-1.4,-117.551,-34.082,7,5337,71,93
969,35.5956162,137.0958639,-1.4,-118.273,-34.072,7,5337,71,93
970,35.5956097,137.0958641,-1.4,-120.273,-34.026,7,5337,71,93
971,35.5956065,137.0958642,-1.4,-121.273,-34.003,7,5337,71,93
972,35.5956033,137.0958643,-1.4,-122.273,-33.98,7,5337,71,93
973,35.5956002,137.0958644,-1.4,-123.22,-33.958,7,5337,71,93
974,35.5955937,137.0958646,-1.4,-125.22,-33.912,7,5337,71,93
975,35.5955904,137.0958647,-1.4,-126.22,-33.889,7,5337,71,93
976,35.5955872,137.0958648,-1.4,-127.22,-33.866,7,5337,71,93
977,35.5955841,137.0958649,-1.4,-128.166,-33.845,7,5337,71,93
978,35.5955808,137.0958645,-1.4,-129.199,-33.937,7,5337,71,93
979,35.5955769,137.0958625,-1.4,-130.394,-34.425,7,5337,71,93
980,35.5955728,137.0958552,-1.4,-131.662,-36.27,7,5337,71,93
981,35.5955712,137.0958501,-1.4,-132.136,-37.529,7,5337,71,93
982,35.5955702,137.0958453,-1.4,-132.446,-38.749,7,5337,71,93
983,35.5955694,137.0958403,-1.4,-132.698,-39.998,7,5337,71,93
984,35.5955824,137.0958504,-1.4,-128.689,-37.464,7,5337,71,93
985,35.5955855,137.0958501,-1.4,-127.753,-37.551,7,5337,71,93
986,35.5955806,137.0958492,-1.4,-129.256,-37.769,7,5337,71,93
987,35.5955792,137.0958473,-1.4,-129.688,-38.243,7,5337,71,93
988,35.5955785,137.0958449,-1.4,-129.914,-38.836,7,5337,71,93
989,35.5955782,137.0958421,-1.4,-130.008,-39.555,7,5337,71,93
990,35.5955778,137.0958392,-1.4,-130.102,-40.274,7,5337,71,93
991,35.5955775,137.0958363,-1.4,-130.196,-40.993,7,5337,71,93
992,35.5955772,137.0958334,-1.4,-130.29,-41.712,7,5337,71,93
993,35.5955769,137.0958306,-1.4,-130.384,-42.431,7,5337,71,93
994,35.5955766,137.0958277,-1.4,-130.478,-43.15,7,5337,71,93
995,35.5955763,137.0958248,-1.4,-130.572,-43.869,7,5337,71,93
996,35.595576,137.095822,-1.4,-130.666,-44.588,7,5337,71,93
997,35.5955755,137.0958182,-1.4,-130.841,-45.534,7,5337,71,93
998,35.5955749,137.0958144,-1.4,-131.016,-46.48,7,5337,71,93
999,35.5955743,137.0958106,-1.4,-131.191,-47.426,7,5337,71,93
1000,35.5955737,137.0958068,-1.4,-131.366,-48.372,7,5337,71,93
1001,35.5955732,137.0958031,-1.4,-131.541,-49.318,7,5337,71,93
1002,35.5955726,137.0957993,-1.4,-131.716,-50.264,7,5337,71,93
1003,35.595572,137.0957955,-1.4,-131.891,-51.21,7,5337,71,93
1004,35.5955718,137.0957911,-1.4,-131.981,-52.324,7,5337,71,93
1005,35.5955715,137.0957866,-1.4,-132.071,-53.438,7,5337,71,93
1006,35.5955708,137.0957819,-1.4,-132.263,-54.62,7,5337,71,93
1007,35.5955702,137.0957772,-1.4,-132.455,-55.802,7,5337,71,93
1008,35.5955697,137.0957721,-1.4,-132.6,-57.085,7,5337,71,93
1009,35.5955694,137.0957669,-1.4,-132.716,-58.37,7,5337,71,93
1010,35.5955692,137.0957612,-1.4,-132.755,-59.808,7,5337,71,93
1011,35.5955691,137.0957554,-1.4,-132.794,-61.246,7,5337,71,93
1012,35.595569,137.0957497,-1.4,-132.833,-62.684,7,5337,71,93
1013,35.5955689,137.095744,-1.4,-132.872,-64.122,7,5337,71,93
1014,35.5955687,137.0957382,-1.4,-132.911,-65.56,7,5337,71,93
1015,35.5955686,137.0957325,-1.4,-132.95,-66.998,7,5337,71,93
1016,35.5955685,137.0957267,-1.4,-132.989,-68.436,7,5337,71,93
1017,35.5955684,137.095721,-1.4,-133.028,-69.874,7,5337,71,93
1018,35.5955682,137.0957152,-1.4,-133.067,-71.312,7,5337,71,93
1019,35.5955681,137.0957095,-1.4,-133.106,-72.75,7,5337,71,93
1020,35.595568,137.0957038,-1.4,-133.145,-74.188,7,5337,71,93
1021,35.5955678,137.095698,-1.4,-133.184,-75.626,7,5337,71,93
1022,35.5955677,137.0956923,-1.4,-133.223,-77.064,7,5337,71,93
1023,35.5955676,137.0956865,-1.4,-133.262,-78.502,7,5337,71,93
1024,35.5955675,137.0956808,-1.4,-133.301,-79.94,7,5337,71,93
1025,35.5955673,137.0956751,-1.4,-133.34,-81.378,7,5337,71,93
1026,35.5955672,137.0956693,-1.4,-133.379,-82.816,7,5337,71,93
1027,35.5955666,137.0956669,-1.4,-133.555,-83.417,7,5337,71,93
1028,35.5955665,137.0956623,-1.4,-133.61,-84.561,7,5337,71,93
1029,35.5955665,137.0956578,-1.4,-133.592,-85.7,7,5337,71,93
1030,35.5955664,137.095653,-1.4,-133.617,-86.909,7,5337,71,93
1031,35.5955664,137.0956481,-1.4,-133.642,-88.118,7,5337,71,93
1032,35.5955663,137.0956433,-1.4,-133.667,-89.327,7,5337,71,93
1033,35.5955662,137.0956385,-1.4,-133.692,-90.536,7,5337,71,93
1034,35.5955663,137.0956335,-1.4,-133.672,-91.794,7,5337,71,93
1035,35.5955661,137.0956282,-1.4,-133.712,-93.119,7,5337,71,93
1036,35.595566,137.0956229,-1.4,-133.752,-94.444,7,5337,71,93
1037,35.5955659,137.0956176,-1.4,-133.792,-95.769,7,5337,71,93
1038,35.5955657,137.0956123,-1.4,-133.832,-97.094,7,5337,71,93
1039,35.5955656,137.095607,-1.4,-133.872,-98.419,7,5337,71,93
1040,35.5955651,137.0956018,-1.4,-134.017,-99.73,7,5337,71,93
1041,35.5955647,137.0955965,-1.4,-134.162,-101.041,7,5337,71,93
1042,35.5955647,137.0955906,-1.4,-134.139,-102.52,7,5337,71,93
1043,35.5955648,137.0955847,-1.4,-134.116,-103.999,7,5337,71,93
1044,35.5955649,137.0955788,-1.4,-134.093,-105.478,7,5337,71,93
1045,35.595565,137.0955729,-1.4,-134.07,-106.957,7,5337,71,93
1046,35.595565,137.095567,-1.4,-134.047,-108.436,7,5337,71,93
1047,35.5955649,137.0955612,-1.4,-134.099,-109.891,7,5337,71,93
1048,35.5955647,137.0955554,-1.4,-134.151,-111.346,7,5337,71,93
1049,35.5955645,137.0955496,-1.4,-134.203,-112.801,7,5337,71,93
1050,35.5955644,137.0955438,-1.4,-134.255,-114.256,7,5337,71,93
1051,35.5955639,137.0955378,-1.4,-134.391,-115.757,7,5337,71,93
1052,35.5955635,137.0955318,-1.4,-134.527,-117.258,7,5337,71,93
1053,35.595563,137.0955258,-1.4,-134.663,-118.759,7,5337,71,93
1054,35.5955626,137.0955198,-1.4,-134.799,-120.26,7,5337,71,93
1055,35.5955623,137.0955137,-1.4,-134.885,-121.785,7,5337,71,93
1056,35.5955626,137.095507,-1.4,-134.794,-123.458,7,5337,71,93
1057,35.5955629,137.0955003,-1.4,-134.703,-125.131,7,5337,71,93
1058,35.595563,137.0954936,-1.4,-134.667,-126.815,7,5337,71,93
1059,35.5955627,137.0954867,-1.4,-134.761,-128.536,7,5337,71,93
1060,35.5955623,137.0954799,-1.4,-134.905,-130.258,7,5337,71,93
1061,35.5955612,137.0954728,-1.4,-135.229,-132.018,7,5337,71,93
1062,35.5955593,137.0954655,-1.4,-135.828,-133.857,7,5337,71,93
1063,35.5955563,137.0954586,-1.4,-136.746,-135.58,7,5337,71,93
1064,35.5955522,137.0954535,-1.4,-138.021,-136.854,7,5337,71,93
1065,35.5955478,137.0954485,-1.4,-139.357,-138.103,7,5337,71,93
1066,35.5955425,137.095446,-1.4,-140.994,-138.731,7,5337,71,93
1067,35.5955362,137.095445,-1.4,-142.935,-139.003,7,5337,71,93
1068,35.5955278,137.0954445,-1.4,-145.522,-139.117,7,5337,71,93
1069,35.595519,137.0954447,-1.4,-148.233,-139.055,7,5337,71,93
1070,35.5955103,137.0954454,-1.4,-150.926,-138.897,7,5337,71,93
1071,35.5955015,137.0954452,-1.4,-153.64,-138.942,7,5337,71,93
1072,35.5954983,137.0954452,-1.4,-154.616,-138.941,7,5337,71,93
1073,35.5954969,137.095443,-1.4,-155.052,-139.499,7,5337,71,93
1074,35.5954872,137.0954432,-1.4,-158.049,-139.44,7,5337,71,93
1075,35.595485,137.0954436,-1.4,-158.71,-139.338,7,5337,71,93
1076,35.5954815,137.0954434,-1.4,-159.802,-139.384,7,5337,71,93
1077,35.5954779,137.0954432,-1.4,-160.894,-139.43,7,5337,71,93
1078,35.5954639,137.0954442,-1.4,-165.223,-139.2,7,5337,71,93
1079,35.5954624,137.0954458,-1.4,-165.688,-138.779,7,5337,71,93
1080,35.5954599,137.0954467,-1.4,-166.443,-138.561,7,5337,71,93
1081,35.5954575,137.0954476,-1.4,-167.198,-138.343,7,5337,71,93
1082,35.5954507,137.0954472,-1.4,-169.276,-138.43,7,5337,71,93
1083,35.595444,137.0954469,-1.4,-171.354,-138.517,7,5337,71,93
1084,35.5954362,137.0954467,-1.4,-173.755,-138.557,7,5337,71,93
1085,35.5954281,137.0954469,-1.4,-176.261,-138.508,7,5337,71,93
1086,35.5954199,137.0954471,-1.4,-178.767,-138.459,7,5337,71,93
1087,35.5954118,137.0954473,-1.4,-181.273,-138.41,7,5337,71,93
1088,35.5954024,137.0954476,-1.4,-184.178,-138.349,7,5337,71,93
1089,35.595393,137.0954478,-1.4,-187.083,-138.288,7,5337,71,93
1090,35.5953835,137.0954481,-1.4,-189.988,-138.227,7,5337,71,93
1091,35.5953741,137.0954483,-1.4,-192.893,-138.166,7,5337,71,93
1092,35.5953647,137.0954485,-1.4,-195.798,-138.105,7,5337,71,93
1093,35.5953553,137.0954488,-1.4,-198.703,-138.044,7,5337,71,93
1094,35.5953458,137.095449,-1.4,-201.608,-137.983,7,5337,71,93
1095,35.5953356,137.0954494,-1.4,-204.758,-137.898,7,5337,71,93
1096,35.5953249,137.0954498,-1.4,-208.042,-137.802,7,5337,71,93
1097,35.5953143,137.0954501,-1.4,-211.326,-137.706,7,5337,71,93
1098,35.5953036,137.0954505,-1.4,-214.61,-137.61,7,5337,71,93
1099,35.595293,137.0954509,-1.4,-217.894,-137.514,7,5337,71,93
1100,35.5952823,137.0954513,-1.4,-221.178,-137.418,7,5337,71,93
1101,35.5952717,137.0954517,-1.4,-224.462,-137.322,7,5337,71,93
1102,35.595261,137.0954521,-1.4,-227.746,-137.226,7,5337,71,93
1103,35.5952504,137.0954524,-1.4,-231.03,-137.13,7,5337,71,93
1104,35.5952397,137.0954528,-1.4,-234.314,-137.034,7,5337,71,93
1105,35.595229,137.0954532,-1.4,-237.598,-136.938,7,5337,71,93
1106,35.5952184,137.0954536,-1.4,-240.882,-136.842,7,5337,71,93
1107,35.5952077,137.095454,-1.4,-244.166,-136.746,7,5337,71,93
1108,35.5951971,137.0954544,-1.4,-247.45,-136.65,7,5337,71,93
1109,35.5951864,137.0954547,-1.4,-250.734,-136.554,7,5337,71,93
1110,35.5951754,137.0954548,-1.4,-254.122,-136.533,7,5337,71,93
1111,35.5951644,137.0954549,-1.4,-257.51,-136.512,7,5337,71,93
1112,35.5951534,137.095455,-1.4,-260.898,-136.491,7,5337,71,93
1113,35.5951425,137.0954551,-1.4,-264.286,-136.47,7,5337,71,93
1114,35.5951315,137.0954552,-1.4,-267.674,-136.449,7,5337,71,93
1115,35.5951203,137.0954556,-1.4,-271.113,-136.344,7,5337,71,93
1116,35.5951091,137.095456,-1.4,-274.552,-136.239,7,5337,71,93
1117,35.595098,137.0954564,-1.4,-277.991,-136.134,7,5337,71,93
1118,35.5950868,137.0954568,-1.4,-281.43,-136.029,7,5337,71,93
1119,35.5950757,137.0954573,-1.4,-284.869,-135.924,7,5337,71,93
1120,35.5950645,137.0954577,-1.4,-288.308,-135.819,7,5337,71,93
1121,35.5950533,137.0954581,-1.4,-291.747,-135.714,7,5337,71,93
1122,35.5950422,137.0954585,-1.4,-295.186,-135.609,7,5337,71,93
1123,35.595031,137.0954589,-1.4,-298.625,-135.504,7,5337,71,93
1124,35.5950199,137.0954594,-1.4,-302.064,-135.399,7,5337,71,93
1125,35.5950087,137.0954591,-1.4,-305.511,-135.472,7,5337,71,93
1126,35.5949974,137.0954596,-1.4,-308.996,-135.349,7,5337,71,93
1127,35.5949861,137.09546,-1.4,-312.481,-135.226,7,5337,71,93
1128,35.5949748,137.0954605,-1.4,-315.966,-135.103,7,5337,71,93
1129,35.5949636,137.0954606,-1.4,-319.42,-135.088,7,5337,71,93
1130,35.5949523,137.0954607,-1.4,-322.874,-135.073,7,5337,71,93
1131,35.5949411,137.0954607,-1.4,-326.328,-135.058,7,5337,71,93
1132,35.5949299,137.095461,-1.4,-329.787,-134.977,7,5337,71,93
1133,35.5949275,137.0954609,-1.4,-330.536,-135.014,7,5337,71,93
1134,35.5949277,137.0954659,-1.4,-330.478,-133.772,7,5337,71,93
1135,35.5949258,137.0954657,-1.4,-331.051,-133.814,7,5337,71,93
1136,35.5949254,137.0954388,-1.4,-331.167,-140.552,7,5337,71,93
1137,35.5949202,137.0954393,-1.4,-332.794,-140.433,7,5337,71,93
1138,35.5949203,137.0954668,-1.4,-332.758,-133.544,7,5337,71,93
1139,35.5949191,137.0954671,-1.4,-333.129,-133.46,7,5337,71,93
1140,35.5949189,137.0954621,-1.4,-333.183,-134.708,7,5337,71,93
1141,35.5949058,137.0954621,-1.4,-337.218,-134.722,7,5337,71,93
1142,35.5948927,137.095462,-1.4,-341.253,-134.736,7,5337,71,93
1143,35.5948796,137.0954619,-1.4,-345.288,-134.75,7,5337,71,93
1144,35.5948796,137.0954462,-1.4,-345.287,-138.686,7,5337,71,93
1145,35.5948686,137.0954464,-1.4,-348.672,-138.654,7,5337,71,93
1146,35.594857,137.0954475,-1.4,-352.248,-138.367,7,5337,71,93
1147,35.5948454,137.0954486,-1.4,-355.824,-138.08,7,5337,71,93
1148,35.5948338,137.0954498,-1.4,-359.4,-137.793,7,5337,71,93
1149,35.5948121,137.0954501,-1.4,-366.101,-137.726,7,5337,71,93
