PID,B,L,H,Bx,Ly,ReF,MCODE1,MCODE2,MCODE3
379,35.5950455,137.0954745,-1.4,-294.174,-131.455,7,5337,71,93
380,35.5950423,137.0954755,-1.4,-295.141,-131.348,7,5337,71,93
381,35.595039,137.0954757,-1.4,-296.177,-131.301,7,5337,71,93
382,35.5950357,137.0954752,-1.4,-297.177,-131.225,7,5337,71,93
383,35.5950325,137.0954753,-1.4,-298.177,-131.201,7,5337,71,93
384,35.5950292,137.0954754,-1.4,-299.177,-131.177,7,5337,71,93
385,35.595026,137.0954755,-1.4,-300.177,-131.153,7,5337,71,93
386,35.5950227,137.0954756,-1.4,-301.177,-131.129,7,5337,71,93
387,35.5950195,137.0954757,-1.4,-302.177,-131.105,7,5337,71,93
388,35.5950163,137.0954758,-1.4,-303.177,-131.081,7,5337,71,93
389,35.595013,137.0954759,-1.4,-304.177,-131.057,7,5337,71,93
390,35.5950098,137.095476,-1.4,-305.177,-131.033,7,5337,71,93
391,35.5950065,137.0954761,-1.4,-306.177,-131.009,7,5337,71,93
392,35.5950033,137.0954762,-1.4,-307.177,-130.985,7,5337,71,93
393,35.595,137.0954763,-1.4,-308.177,-130.961,7,5337,71,93
394,35.5949968,137.0954764,-1.4,-309.177,-130.937,7,5337,71,93
395,35.5949953,137.0954764,-1.4,-309.622,-130.926,7,5337,71,93
396,35.5949889,137.0954766,-1.4,-311.622,-130.878,7,5337,71,93
397,35.5949856,137.0954767,-1.4,-312.622,-130.854,7,5337,71,93
398,35.5949824,137.0954768,-1.4,-313.622,-130.83,7,5337,71,93
399,35.5949791,137.0954769,-1.4,-314.622,-130.806,7,5337,71,93
400,35.5949759,137.095477,-1.4,-315.622,-130.782,7,5337,71,93
401,35.594972,137.0954773,-1.4,-316.812,-130.916,7,5337,71,93
402,35.5949689,137.0954768,-1.4,-317.771,-131.04,7,5337,71,93
403,35.5949659,137.0954763,-1.4,-318.699,-131.158,7,5337,71,93
404,35.5949629,137.0954774,-1.4,-319.622,-131.186,7,5337,71,93
405,35.5949597,137.0954775,-1.4,-320.622,-131.162,7,5337,71,93
406,35.5949564,137.0954776,-1.4,-321.622,-131.138,7,5337,71,93
407,35.5949532,137.0954777,-1.4,-322.622,-131.114,7,5337,71,93
408,35.5949499,137.0954778,-1.4,-323.622,-131.09,7,5337,71,93
409,35.5949467,137.0954779,-1.4,-324.622,-131.066,7,5337,71,93
410,35.5949434,137.0954779,-1.4,-325.622,-131.042,7,5337,71,93
411,35.5949402,137.095478,-1.4,-326.622,-131.018,7,5337,71,93
412,35.5949369,137.0954781,-1.4,-327.622,-130.994,7,5337,71,93
413,35.5949337,137.0954782,-1.4,-328.622,-130.97,7,5337,71,93
414,35.5949305,137.0954783,-1.4,-329.622,-130.946,7,5337,71,93
415,35.5949272,137.0954784,-1.4,-330.622,-130.922,7,5337,71,93
416,35.594924,137.0954785,-1.4,-331.622,-130.898,7,5337,71,93
417,35.5949207,137.0954786,-1.4,-332.622,-130.874,7,5337,71,93
418,35.5949175,137.0954787,-1.4,-333.622,-130.85,7,5337,71,93
419,35.5949142,137.0954788,-1.4,-334.622,-130.826,7,5337,71,93
420,35.594911,137.0954789,-1.4,-335.622,-130.802,7,5337,71,93
421,35.5949077,137.095479,-1.4,-336.622,-130.778,7,5337,71,93
422,35.5949045,137.0954791,-1.4,-337.622,-130.754,7,5337,71,93
423,35.5949012,137.0954792,-1.4,-338.622,-130.73,7,5337,71,93
424,35.594898,137.0954793,-1.4,-339.622,-130.706,7,5337,71,93
425,35.5948948,137.0954794,-1.4,-340.622,-130.682,7,5337,71,93
426,35.5948915,137.0954795,-1.4,-341.622,-130.658,7,5337,71,93
427,35.5948883,137.0954796,-1.4,-342.622,-130.634,7,5337,71,93
428,35.594885,137.0954797,-1.4,-343.622,-130.61,7,5337,71,93
429,35.5948818,137.0954798,-1.4,-344.622,-130.586,7,5337,71,93
430,35.5948785,137.0954799,-1.4,-345.622,-130.562,7,5337,71,93
431,35.5948753,137.09548,-1.4,-346.622,-130.538,7,5337,71,93
432,35.594872,137.0954801,-1.4,-347.622,-130.514,7,5337,71,93
433,35.5948688,137.0954802,-1.4,-348.622,-130.49,7,5337,71,93
434,35.5948656,137.0954802,-1.4,-349.622,-130.466,7,5337,71,93
435,35.5948623,137.0954803,-1.4,-350.622,-130.442,7,5337,71,93
436,35.5948591,137.0954804,-1.4,-351.622,-130.418,7,5337,71,93
437,35.5948558,137.0954805,-1.4,-352.622,-130.394,7,5337,71,93
438,35.5948526,137.0954806,-1.4,-353.622,-130.37,7,5337,71,93
439,35.5948512,137.0954807,-1.4,-354.058,-130.36,7,5337,71,93
440,35.5948447,137.0954808,-1.4,-356.058,-130.338,7,5337,71,93
441,35.5948414,137.0954808,-1.4,-357.058,-130.327,7,5337,71,93
442,35.5948382,137.0954808,-1.4,-358.058,-130.316,7,5337,71,93
443,35.5948347,137.0954798,-1.4,-359.122,-130.288,7,5337,71,93
444,35.5948315,137.0954799,-1.4,-360.11,-130.254,7,5337,71,93
445,35.5948283,137.0954803,-1.4,-361.108,-130.148,7,5337,71,93
446,35.5948251,137.0954806,-1.4,-362.084,-130.09,7,5337,71,93
447,35.594822,137.0954809,-1.4,-363.058,-130.007,7,5337,71,93
448,35.5948187,137.0954811,-1.4,-364.058,-129.95,7,5337,71,93
449,35.5948155,137.0954812,-1.4,-365.058,-129.939,7,5337,71,93
450,35.5948122,137.0954812,-1.4,-366.058,-129.928,7,5337,71,93
451,35.594809,137.0954812,-1.4,-367.058,-129.917,7,5337,71,93
452,35.5948057,137.0954813,-1.4,-368.058,-129.906,7,5337,71,93
453,35.5948025,137.0954813,-1.4,-369.058,-129.895,7,5337,71,93
454,35.5947992,137.0954814,-1.4,-370.058,-129.884,7,5337,71,93
455,35.594796,137.0954814,-1.4,-371.058,-129.873,7,5337,71,93
456,35.5947928,137.0954815,-1.4,-372.058,-129.862,7,5337,71,93
457,35.5947895,137.0954815,-1.4,-373.058,-129.851,7,5337,71,93
458,35.5947863,137.0954816,-1.4,-374.058,-129.84,7,5337,71,93
459,35.594783,137.0954816,-1.4,-375.058,-129.829,7,5337,71,93
460,35.5947798,137.0954816,-1.4,-376.058,-129.818,7,5337,71,93
461,35.5947765,137.0954817,-1.4,-377.058,-129.807,7,5337,71,93
462,35.5947733,137.0954817,-1.4,-378.058,-129.796,7,5337,71,93
463,35.59477,137.0954818,-1.4,-379.058,-129.785,7,5337,71,93
464,35.5947668,137.0954818,-1.4,-380.058,-129.774,7,5337,71,93
465,35.5947636,137.0954819,-1.4,-381.058,-129.763,7,5337,71,93
466,35.5947603,137.0954819,-1.4,-382.058,-129.752,7,5337,71,93
467,35.5947571,137.0954819,-1.4,-383.058,-129.741,7,5337,71,93
468,35.5947538,137.095482,-1.4,-384.058,-129.73,7,5337,71,93
469,35.5947506,137.095482,-1.4,-385.058,-129.719,7,5337,71,93
470,35.5947473,137.0954821,-1.4,-386.058,-129.708,7,5337,71,93
471,35.5947441,137.0954821,-1.4,-387.058,-129.697,7,5337,71,93
472,35.5947411,137.0954822,-1.4,-387.976,-129.687,7,5337,71,93
473,35.5947346,137.0954829,-1.4,-389.968,-129.513,7,5337,71,93
474,35.5947314,137.0954832,-1.4,-390.964,-129.426,7,5337,71,93
475,35.5947283,137.0954837,-1.4,-391.915,-129.306,7,5337,71,93
476,35.5947263,137.0954844,-1.4,-392.546,-129.127,7,5337,71,93
477,35.5947213,137.0954878,-1.4,-394.079,-128.287,7,5337,71,93
478,35.5947185,137.0954898,-1.4,-394.94,-127.778,7,5337,71,93
479,35.5947169,137.0954914,-1.4,-395.439,-127.362,7,5337,71,93
480,35.5947133,137.0954974,-1.4,-396.549,-125.877,7,5337,71,93
481,35.5947116,137.0955008,-1.4,-397.081,-125.028,7,5337,71,93
482,35.5947111,137.0955025,-1.4,-397.237,-124.604,7,5337,71,93
483,35.5947096,137.0955093,-1.4,-397.691,-122.899,7,5337,71,93
484,35.5947093,137.0955127,-1.4,-397.768,-122.037,7,5337,71,93
485,35.5947089,137.0955173,-1.4,-397.888,-120.879,7,5337,71,93
486,35.5947088,137.0955182,-1.4,-397.924,-120.669,7,5337,71,93
487,35.5947089,137.0955262,-1.4,-397.9,-118.669,7,5337,71,93
488,35.5947089,137.0955302,-1.4,-397.888,-117.669,7,5337,71,93
489,35.594709,137.0955341,-1.4,-397.876,-116.669,7,5337,71,93
490,35.594709,137.0955376,-1.4,-397.866,-115.801,7,5337,71,93
491,35.5947097,137.0955455,-1.4,-397.65,-113.813,7,5337,71,93
492,35.5947101,137.0955495,-1.4,-397.542,-112.819,7,5337,71,93
493,35.5947101,137.0955498,-1.4,-397.535,-112.754,7,5337,71,93
494,35.5947115,137.0955576,-1.4,-397.091,-110.804,7,5337,71,93
495,35.5947123,137.0955615,-1.4,-396.869,-109.829,7,5337,71,93
496,35.5947124,137.0955625,-1.4,-396.812,-109.577,7,5337,71,93
497,35.5947136,137.0955703,-1.4,-396.444,-107.611,7,5337,71,93
498,35.5947142,137.0955742,-1.4,-396.26,-106.628,7,5337,71,93
499,35.5947144,137.0955751,-1.4,-396.22,-106.416,7,5337,71,93
500,35.5947148,137.0955831,-1.4,-396.092,-104.42,7,5337,71,93
501,35.594715,137.095587,-1.4,-396.028,-103.422,7,5337,71,93
502,35.594715,137.0955879,-1.4,-396.014,-103.205,7,5337,71,93
503,35.5947152,137.0955959,-1.4,-395.96,-101.205,7,5337,71,93
504,35.5947153,137.0955999,-1.4,-395.933,-100.205,7,5337,71,93
505,35.5947153,137.0956012,-1.4,-395.924,-99.869,7,5337,71,93
506,35.5947153,137.0956092,-1.4,-395.922,-97.869,7,5337,71,93
507,35.5947153,137.0956132,-1.4,-395.921,-96.869,7,5337,71,93
508,35.5947153,137.0956172,-1.4,-395.92,-95.869,7,5337,71,93
509,35.5947153,137.0956212,-1.4,-395.919,-94.869,7,5337,71,93
510,35.5947153,137.0956252,-1.4,-395.918,-93.869,7,5337,71,93
511,35.5947153,137.0956292,-1.4,-395.917,-92.869,7,5337,71,93
512,35.5947151,137.0956319,-1.4,-395.994,-92.178,7,5337,71,93
513,35.5947149,137.0956331,-1.4,-396.044,-91.876,7,5337,71,93
514,35.5947138,137.0956399,-1.4,-396.393,-90.185,7,5337,71,93
515,35.5947134,137.0956429,-1.4,-396.503,-89.439,7,5337,71,93
516,35.5947119,137.0956498,-1.4,-396.97,-87.7,7,5337,71,93
553,35.5947172,137.0958002,-1.4,-395.353,-50.039,7,5337,71,93
554,35.5947173,137.0958032,-1.351,-395.299,-49.289,7,5337,71,93
555,35.5947177,137.0958104,-1.4,-395.19,-47.496,7,5337,71,93
556,35.5947178,137.0958127,-1.4,-395.16,-46.914,7,5337,71,93
557,35.5947183,137.0958193,-1.4,-394.998,-45.257,7,5337,71,93
558,35.5947184,137.0958213,-1.4,-394.986,-44.745,7,5337,71,93
559,35.5947184,137.0958262,-1.4,-394.964,-43.53,7,5337,71,93
560,35.5947186,137.0958291,-1.4,-394.913,-42.791,7,5337,71,93
561,35.5947188,137.0958363,-1.4,-394.851,-40.998,7,5337,71,93
562,35.5947189,137.0958388,-1.4,-394.831,-40.366,7,5337,71,93
563,35.594719,137.0958446,-1.4,-394.801,-38.911,7,5337,71,93
564,35.5947191,137.0958488,-1.4,-394.767,-37.875,7,5337,71,93
565,35.5947193,137.0958529,-1.4,-394.705,-36.843,7,5337,71,93
566,35.5947195,137.0958568,-1.4,-394.627,-35.864,7,5337,71,93
567,35.5947196,137.0958611,-1.4,-394.611,-34.788,7,5337,71,93
568,35.5947198,137.0958649,-1.4,-394.53,-33.844,7,5337,71,93
569,35.59472,137.0958668,-1.364,-394.476,-33.369,7,5337,71,93
570,35.5947201,137.0958683,-1.399,-394.438,-32.976,7,5337,71,93
571,35.5947202,137.0958692,-1.4,-394.406,-32.746,7,5337,71,93
572,35.5947205,137.0958732,-1.361,-394.326,-31.756,7,5337,71,93
573,35.5947212,137.0958786,-1.4,-394.103,-30.404,7,5337,71,93
574,35.5947226,137.0958835,-1.4,-393.678,-29.164,7,5337,71,93
575,35.5947296,137.0958933,-1.4,-391.513,-26.727,7,5337,71,93
576,35.5947261,137.0958902,-1.4,-392.613,-27.504,7,5337,71,93
577,35.5947335,137.0958949,-1.4,-390.306,-26.316,7,5337,71,93
578,35.5947388,137.0958959,-1.4,-388.699,-26.064,7,5337,71,93
579,35.5947454,137.0958971,-1.4,-386.657,-25.759,7,5337,71,93
580,35.5947476,137.0958976,-1.4,-385.972,-25.644,7,5337,71,93
581,35.59475,137.0958981,-1.4,-385.238,-25.525,7,5337,71,93
582,35.5947574,137.095899,-1.4,-382.968,-25.294,7,5337,71,93
583,35.5947606,137.0958996,-1.4,-381.981,-25.139,7,5337,71,93
584,35.5947629,137.0959,-1.4,-381.262,-25.052,7,5337,71,93
585,35.5947696,137.0959004,-1.4,-379.188,-24.949,7,5337,71,93
586,35.5947729,137.0959004,-1.4,-378.188,-24.951,7,5337,71,93
587,35.594775,137.0959004,-1.4,-377.516,-24.952,7,5337,71,93
588,35.5947815,137.0959004,-1.4,-375.516,-24.946,7,5337,71,93
589,35.594784,137.0959004,-1.4,-374.742,-24.943,7,5337,71,93
590,35.5947905,137.0959,-1.4,-372.744,-25.049,7,5337,71,93
591,35.5947938,137.0958998,-1.4,-371.745,-25.102,7,5337,71,93
592,35.5947959,137.0958996,-1.4,-371.098,-25.136,7,5337,71,93
593,35.5948023,137.0958986,-1.4,-369.116,-25.406,7,5337,71,93
594,35.5948036,137.0958983,-1.4,-368.713,-25.461,7,5337,71,93
595,35.59481,137.0958969,-1.4,-366.745,-25.815,7,5337,71,93
596,35.5948118,137.0958965,-1.4,-366.2,-25.913,7,5337,71,93
597,35.5948182,137.0958961,-1.4,-364.206,-26.03,7,5337,71,93
598,35.5948201,137.095896,-1.4,-363.64,-26.055,7,5337,71,93
599,35.5948266,137.095896,-1.4,-361.642,-26.051,7,5337,71,93
600,35.5948288,137.0958959,-1.4,-360.963,-26.059,7,5337,71,93
601,35.5948352,137.095895,-1.4,-358.963,-25.988,7,5337,71,93
602,35.5948385,137.095895,-1.4,-357.963,-26.006,7,5337,71,93
603,35.5948417,137.0958949,-1.4,-356.963,-26.024,7,5337,71,93
604,35.594845,137.0958948,-1.4,-355.963,-26.042,7,5337,71,93
605,35.5948482,137.0958947,-1.4,-354.963,-26.06,7,5337,71,93
606,35.5948515,137.0958947,-1.4,-353.963,-26.078,7,5337,71,93
607,35.5948547,137.0958946,-1.4,-352.963,-26.096,7,5337,71,93
608,35.594858,137.0958945,-1.4,-351.963,-26.114,7,5337,71,93
609,35.5948612,137.0958945,-1.4,-350.963,-26.132,7,5337,71,93
610,35.5948645,137.0958944,-1.4,-349.963,-26.15,7,5337,71,93
611,35.5948677,137.0958943,-1.4,-348.963,-26.168,7,5337,71,93
612,35.5948709,137.0958942,-1.4,-347.963,-26.186,7,5337,71,93
613,35.594872,137.0958942,-1.4,-347.649,-26.191,7,5337,71,93
614,35.5948784,137.095894,-1.4,-345.649,-26.239,7,5337,71,93
615,35.5948817,137.0958939,-1.4,-344.649,-26.263,7,5337,71,93
616,35.5948849,137.0958938,-1.4,-343.649,-26.287,7,5337,71,93
617,35.5948882,137.0958937,-1.4,-342.649,-26.311,7,5337,71,93
618,35.5948914,137.0958936,-1.4,-341.649,-26.335,7,5337,71,93
619,35.5948947,137.0958936,-1.4,-340.649,-26.359,7,5337,71,93
620,35.5948979,137.0958935,-1.4,-339.649,-26.383,7,5337,71,93
621,35.5949012,137.0958934,-1.4,-338.649,-26.407,7,5337,71,93
622,35.5949044,137.095894,-1.4,-337.649,-26.557,7,5337,71,93
623,35.5949077,137.0958934,-1.4,-336.649,-26.705,7,5337,71,93
624,35.5949109,137.0958929,-1.4,-335.649,-26.821,7,5337,71,93
625,35.5949141,137.0958925,-1.4,-334.649,-26.932,7,5337,71,93
626,35.5949151,137.0958924,-1.4,-334.366,-26.935,7,5337,71,93
627,35.5949215,137.0958926,-1.191,-332.366,-26.901,7,5337,71,93
628,35.5949248,137.0958929,-1.4,-331.366,-26.819,7,5337,71,93
629,35.594928,137.0958931,-1.4,-330.366,-26.775,7,5337,71,93
630,35.5949313,137.0958934,-1.4,-329.366,-26.692,7,5337,71,93
631,35.5949345,137.0958928,-1.4,-328.366,-26.558,7,5337,71,93
632,35.5949378,137.0958927,-1.4,-327.366,-26.566,7,5337,71,93
633,35.594941,137.0958927,-1.4,-326.366,-26.574,7,5337,71,93
634,35.5949443,137.0958927,-1.4,-325.366,-26.582,7,5337,71,93
635,35.5949475,137.0958926,-1.4,-324.366,-26.59,7,5337,71,93
636,35.5949508,137.0958926,-1.4,-323.366,-26.598,7,5337,71,93
637,35.594954,137.0958926,-1.4,-322.366,-26.606,7,5337,71,93
638,35.5949572,137.0958925,-1.4,-321.366,-26.614,7,5337,71,93
639,35.594958,137.0958925,-1.4,-321.129,-26.616,7,5337,71,93
640,35.5949645,137.0958924,-1.4,-319.129,-26.656,7,5337,71,93
641,35.5949677,137.0958923,-1.4,-318.129,-26.676,7,5337,71,93
642,35.594971,137.0958922,-1.4,-317.129,-26.696,7,5337,71,93
643,35.5949742,137.0958921,-1.4,-316.129,-26.716,7,5337,71,93
644,35.5949775,137.095892,-1.4,-315.129,-26.736,7,5337,71,93
645,35.5949807,137.095892,-1.4,-314.129,-26.756,7,5337,71,93
646,35.594984,137.0958919,-1.4,-313.129,-26.776,7,5337,71,93
647,35.5949872,137.0958918,-1.4,-312.129,-26.796,7,5337,71,93
648,35.5949905,137.0958917,-1.4,-311.129,-26.816,7,5337,71,93
649,35.5949937,137.0958916,-1.4,-310.129,-26.836,7,5337,71,93
650,35.5949969,137.0958916,-1.4,-309.129,-26.856,7,5337,71,93
651,35.5950002,137.0958915,-1.4,-308.129,-26.876,7,5337,71,93
652,35.5950004,137.0958915,-1.4,-308.068,-26.877,7,5337,71,93
653,35.5950069,137.0958912,-1.4,-306.07,-26.941,7,5337,71,93
654,35.5950101,137.0958911,-1.4,-305.071,-26.973,7,5337,71,93
655,35.5950134,137.095891,-1.4,-304.072,-27.005,7,5337,71,93
656,35.5950166,137.0958908,-1.4,-303.073,-27.037,7,5337,71,93
657,35.5950198,137.0958907,-1.4,-302.074,-27.069,7,5337,71,93
658,35.5950231,137.0958906,-1.4,-301.075,-27.101,7,5337,71,93
659,35.5950263,137.0958905,-1.4,-300.076,-27.133,7,5337,71,93
660,35.5950296,137.0958903,-1.4,-299.077,-27.165,7,5337,71,93
661,35.5950328,137.0958902,-1.4,-298.078,-27.197,7,5337,71,93
662,35.595036,137.0958901,-1.4,-297.079,-27.229,7,5337,71,93
663,35.5950393,137.0958899,-1.4,-296.08,-27.261,7,5337,71,93
664,35.5950425,137.0958898,-1.4,-295.081,-27.293,7,5337,71,93
665,35.5950433,137.0958898,-1.4,-294.83,-27.301,7,5337,71,93
666,35.5950498,137.0958892,-1.4,-292.836,-27.449,7,5337,71,93
667,35.5950531,137.0958899,-1.4,-291.839,-27.584,7,5337,71,93
668,35.5950564,137.0958891,-1.4,-290.807,-27.764,7,5337,71,93
669,35.5950595,137.0958886,-1.4,-289.845,-27.906,7,5337,71,93
670,35.5950628,137.0958881,-1.4,-288.848,-28.017,7,5337,71,93
671,35.595066,137.0958877,-1.4,-287.851,-28.119,7,5337,71,93
672,35.5950683,137.0958875,-1.4,-287.145,-28.172,7,5337,71,93
673,35.5950747,137.0958865,-1.4,-285.163,-28.432,7,5337,71,93
674,35.5950779,137.095886,-1.4,-284.172,-28.562,7,5337,71,93
675,35.5950811,137.0958854,-1.4,-283.181,-28.692,7,5337,71,93
676,35.5950835,137.0958851,-1.4,-282.462,-28.786,7,5337,71,93
677,35.5950898,137.0958835,-1.4,-280.498,-29.164,7,5337,71,93
678,35.595093,137.0958828,-1.4,-279.516,-29.353,7,5337,71,93
679,35.5950957,137.0958822,-1.4,-278.707,-29.503,7,5337,71,93
680,35.5950969,137.0958819,-1.4,-278.321,-29.57,7,5337,71,93
681,35.5951024,137.0958815,-1.4,-276.645,-29.677,7,5337,71,93
682,35.5951088,137.0958814,-1.4,-274.645,-29.703,7,5337,71,93
683,35.5951121,137.0958813,-1.4,-273.645,-29.716,7,5337,71,93
684,35.5951153,137.0958813,-1.4,-272.645,-29.729,7,5337,71,93
685,35.5951186,137.0958812,-1.4,-271.645,-29.742,7,5337,71,93
686,35.5951218,137.0958812,-1.4,-270.645,-29.755,7,5337,71,93
687,35.5951251,137.0958811,-1.4,-269.645,-29.768,7,5337,71,93
688,35.5951283,137.0958811,-1.4,-268.645,-29.781,7,5337,71,93
689,35.5951316,137.095881,-1.4,-267.645,-29.794,7,5337,71,93
690,35.5951348,137.095881,-1.4,-266.645,-29.807,7,5337,71,93
691,35.595138,137.0958809,-1.4,-265.645,-29.82,7,5337,71,93
692,35.5951413,137.0958809,-1.4,-264.645,-29.833,7,5337,71,93
693,35.5951445,137.0958808,-1.4,-263.645,-29.846,7,5337,71,93
694,35.5951478,137.0958808,-1.4,-262.645,-29.859,7,5337,71,93
695,35.595151,137.0958807,-1.4,-261.645,-29.872,7,5337,71,93
696,35.5951543,137.0958807,-1.4,-260.645,-29.885,7,5337,71,93
697,35.5951575,137.0958806,-1.4,-259.645,-29.898,7,5337,71,93
698,35.5951608,137.0958806,-1.4,-258.645,-29.911,7,5337,71,93
699,35.595164,137.0958805,-1.4,-257.645,-29.924,7,5337,71,93
700,35.5951672,137.0958805,-1.4,-256.645,-29.937,7,5337,71,93
701,35.5951705,137.0958804,-1.4,-255.645,-29.95,7,5337,71,93
702,35.5951737,137.0958804,-1.4,-254.645,-29.963,7,5337,71,93
703,35.5951761,137.0958803,-1.4,-253.915,-29.973,7,5337,71,93
704,35.5951826,137.0958802,-1.4,-251.915,-30.013,7,5337,71,93
705,35.5951858,137.0958801,-1.4,-250.915,-30.033,7,5337,71,93
706,35.5951891,137.09588,-1.4,-249.915,-30.053,7,5337,71,93
707,35.5951923,137.0958799,-1.4,-248.915,-30.073,7,5337,71,93
708,35.5951956,137.0958798,-1.4,-247.915,-30.093,7,5337,71,93
709,35.5951988,137.0958798,-1.4,-246.915,-30.113,7,5337,71,93
710,35.5952021,137.0958797,-1.4,-245.915,-30.133,7,5337,71,93
711,35.5952053,137.0958796,-1.4,-244.915,-30.153,7,5337,71,93
712,35.5952086,137.0958795,-1.4,-243.915,-30.173,7,5337,71,93
713,35.5952118,137.0958794,-1.4,-242.915,-30.193,7,5337,71,93
714,35.595215,137.0958794,-1.4,-241.915,-30.213,7,5337,71,93
715,35.5952183,137.0958793,-1.4,-240.915,-30.233,7,5337,71,93
716,35.5952215,137.0958792,-1.4,-239.915,-30.253,7,5337,71,93
717,35.5952248,137.0958791,-1.4,-238.915,-30.273,7,5337,71,93
718,35.595228,137.095879,-1.4,-237.915,-30.293,7,5337,71,93
719,35.5952313,137.095879,-1.4,-236.915,-30.313,7,5337,71,93
720,35.5952345,137.0958789,-1.4,-235.915,-30.333,7,5337,71,93
721,35.5952378,137.0958788,-1.4,-234.915,-30.353,7,5337,71,93
722,35.595241,137.0958787,-1.4,-233.915,-30.373,7,5337,71,93
723,35.5952442,137.0958786,-1.4,-232.915,-30.393,7,5337,71,93
724,35.5952475,137.0958786,-1.4,-231.915,-30.413,7,5337,71,93
725,35.5952493,137.0958785,-1.4,-231.362,-30.424,7,5337,71,93
726,35.5952558,137.0958784,-1.4,-229.362,-30.462,7,5337,71,93
727,35.595259,137.0958783,-1.4,-228.362,-30.481,7,5337,71,93
728,35.5952623,137.0958782,-1.4,-227.362,-30.5,7,5337,71,93
729,35.5952655,137.0958781,-1.4,-226.362,-30.519,7,5337,71,93
730,35.5952688,137.0958781,-1.4,-225.362,-30.538,7,5337,71,93
731,35.595272,137.095878,-1.4,-224.362,-30.557,7,5337,71,93
732,35.5952752,137.0958779,-1.4,-223.362,-30.576,7,5337,71,93
733,35.5952785,137.0958778,-1.4,-222.362,-30.595,7,5337,71,93
734,35.5952817,137.0958778,-1.4,-221.362,-30.614,7,5337,71,93
735,35.595285,137.0958777,-1.4,-220.362,-30.633,7,5337,71,93
736,35.5952882,137.0958776,-1.4,-219.362,-30.652,7,5337,71,93
737,35.5952915,137.0958775,-1.4,-218.362,-30.671,7,5337,71,93
738,35.5952947,137.0958775,-1.4,-217.362,-30.69,7,5337,71,93
739,35.595298,137.0958774,-1.4,-216.362,-30.709,7,5337,71,93
740,35.5953012,137.0958773,-1.4,-215.362,-30.728,7,5337,71,93
741,35.5953044,137.0958772,-1.4,-214.362,-30.747,7,5337,71,93
742,35.5953077,137.0958772,-1.4,-213.362,-30.766,7,5337,71,93
743,35.5953109,137.0958771,-1.4,-212.362,-30.785,7,5337,71,93
744,35.5953142,137.095877,-1.4,-211.362,-30.804,7,5337,71,93
745,35.5953174,137.0958769,-1.4,-210.362,-30.823,7,5337,71,93
746,35.5953207,137.0958768,-1.4,-209.362,-30.842,7,5337,71,93
747,35.5953225,137.0958768,-1.4,-208.811,-30.852,7,5337,71,93
748,35.5953289,137.0958767,-1.4,-206.811,-30.89,7,5337,71,93
749,35.5953322,137.0958766,-1.4,-205.811,-30.909,7,5337,71,93
750,35.5953354,137.0958765,-1.4,-204.811,-30.928,7,5337,71,93
751,35.5953387,137.0958764,-1.4,-203.811,-30.947,7,5337,71,93
752,35.5953419,137.0958764,-1.4,-202.811,-30.966,7,5337,71,93
753,35.5953452,137.0958763,-1.4,-201.811,-30.985,7,5337,71,93
754,35.5953484,137.0958762,-1.4,-200.811,-31.004,7,5337,71,93
755,35.5953517,137.0958761,-1.4,-199.811,-31.023,7,5337,71,93
756,35.5953549,137.095876,-1.4,-198.811,-31.042,7,5337,71,93
757,35.5953581,137.095876,-1.4,-197.811,-31.061,7,5337,71,93
758,35.5953614,137.0958759,-1.4,-196.811,-31.08,7,5337,71,93
759,35.5953646,137.0958758,-1.4,-195.811,-31.099,7,5337,71,93
760,35.5953679,137.0958757,-1.4,-194.811,-31.118,7,5337,71,93
761,35.5953711,137.0958757,-1.4,-193.811,-31.137,7,5337,71,93
762,35.5953744,137.0958756,-1.4,-192.811,-31.156,7,5337,71,93
763,35.5953776,137.0958755,-1.4,-191.811,-31.175,7,5337,71,93
764,35.5953809,137.0958754,-1.4,-190.811,-31.194,7,5337,71,93
765,35.5953841,137.0958754,-1.4,-189.811,-31.213,7,5337,71,93
766,35.5953874,137.0958753,-1.4,-188.811,-31.232,7,5337,71,93
767,35.5953906,137.0958752,-1.4,-187.811,-31.251,7,5337,71,93
768,35.5953938,137.0958751,-1.4,-186.811,-31.27,7,5337,71,93
769,35.5953956,137.0958751,-1.4,-186.26,-31.281,7,5337,71,93
770,35.5954021,137.095875,-1.4,-184.26,-31.311,7,5337,71,93
771,35.5954054,137.0958749,-1.4,-183.26,-31.326,7,5337,71,93
772,35.5954086,137.0958749,-1.4,-182.26,-31.341,7,5337,71,93
773,35.5954119,137.0958748,-1.4,-181.26,-31.356,7,5337,71,93
774,35.5954151,137.0958747,-1.4,-180.26,-31.371,7,5337,71,93
775,35.5954183,137.0958747,-1.4,-179.26,-31.386,7,5337,71,93
776,35.5954216,137.0958746,-1.4,-178.26,-31.401,7,5337,71,93
778,35.5954292,137.0958744,-1.4,-175.905,-31.443,7,5337,71,93
779,35.5954325,137.0958744,-1.4,-174.905,-31.463,7,5337,71,93
780,35.5954357,137.0958743,-1.4,-173.905,-31.483,7,5337,71,93
781,35.595439,137.0958742,-1.4,-172.905,-31.503,7,5337,71,93
782,35.5954422,137.0958741,-1.4,-171.905,-31.523,7,5337,71,93
783,35.5954455,137.095874,-1.4,-170.905,-31.543,7,5337,71,93
784,35.5954487,137.095874,-1.4,-169.905,-31.563,7,5337,71,93
